nr,certificate_number,registration_date,name,administrator,location,county,verified,source,commentary
314,377,2008-06-30,Ghelința - Vârful Corobert,Consiliul Județean Covasna,Munții Brețcului,Covasna,True,377,
315,378,2008-06-30,Creasta Munții Baraolt (Piatra Vecel - Hatod),Consiliul Județean Covasna,Munții Baraolt,Covasna,True,378,
316,379,2009-05-18,Dâmbul Pietros - Watzmann - Dealul Maiod - Vârful Terebici,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,379,
317,380,2009-05-18,Platoul Cornești - Drumul Sasului - Dealul Nou - Sângeorgiu de Mureș,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,380,
318,381,2009-05-18,Cartier Tudor - Platoul Cornești,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,381,
319,382,2009-05-18,Fabrica Masini Calcul - Grădina Zoo - Universitatea de Medicină,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,382,
320,383,2009-05-18,Drumul Sasului - Poligon Vânătoresc - Sub Ciere - Pepiniera Livezenie,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,383,
321,384,2009-05-18,Dealul Nou - Vârful Terebici - Poienită,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,384,correct anem
322,385,2009-05-18,Glăjărie - Valea Casna - Poiana Iad,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,385,
323,386,2009-05-18,Stânceni - Valea Gudea Mică - Vârful Fâncel,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,386,
324,387,2009-05-18,Poiana Schwartz - Vârful Lespez - Poiana Zespel,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,387,
325,388,2009-05-18,Neagra - Pârâul Schwartz - Poiana Cădăreni - Neagra,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,388,
326,389,2009-05-18,Neagra - Creasta Suhacani - Poiana Cădăreni - Creasta 7 Poieni - Neagra,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,389,specify feature type
327,390,2009-05-18,Sălard - Valea Sălard - Valea Salea - Culmea Fâncel,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,390,
328,391,2009-05-18,Sălard - Creasta Hedan - Poiana Belciu - Poiana Ion,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,391,
329,392,2009-05-18,Gura Văii Sestina - Valea Sestina - Poiana Moita,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,392,
330,393,2009-05-18,Gura Văii Tiba Mare - Valea Tiba Mare - Vârful Sălășel,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,393,
331,394,2009-05-18,Androneasa - Valea Tomoroaga - Poiana Barta - Vârful Sălășel,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,394,
332,395,2009-05-18,Răstolita - Vârful Sistes - Valea Iod - Valea Rusu - Poiana Rusu,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,395,
333,396,2009-05-18,Câmpu Cetății - Dealul Vardomb - Câmpu Cetății,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,396,
334,397,2009-05-18,Răstolița - Valea Iod - Poiana Iod,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,397,
335,398,2009-05-18,Câmpu Cetății - Culmea Ciorolab - Cresova,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,398,
336,399,2009-05-18,Câmpu Cetății - Culmea Tâmpa - Eremitu,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,399,
337,400,2009-05-18,Câmpu Cetății - Valea Nirajul Mic - Stanca Mesei - Vârful Saca Mare,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,400,
338,401,2009-05-18,Săcădat - Valea Isnica - Vârful Becheci,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,401,
339,402,2009-05-18,Șasveres - Pădurea Mare - Piatra Siclodului,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,402,
340,403,2009-05-18,Sovata - Valea Sebes - Vârful Saca Mare,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,403,
341,404,2009-05-18,Sovata - Creasta Cireșu - Vârful Saca Mare - Valea Isopului,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,404,
342,405,2009-05-18,Eremitu - Vârful Becheci - Culmea Restod - Sovata,Consiliul Județean Mureș,Munții Gurghiu,Mureș,True,405,
343,406,2009-05-18,Tihu Răstoliței - Șaua Tihului,Consiliul Județean Mureș,Munții Călimani,Mureș,True,406,
344,407,2009-05-18,Valea Secu - Poiana Lungă - Tăul Zânelor,Consiliul Județean Mureș,Munții Călimani,Mureș,True,407,
345,408,2009-05-18,Răstolița - Valea Vișa - Poiana Stângii,Consiliul Județean Mureș,Munții Călimani,Mureș,True,408,
346,409,2009-05-18,Gălăoaia - Poiana Stângii - Zăpodea cu Podul - Valea Bistra,Consiliul Județean Mureș,Munții Călimani,Mureș,True,409,
347,410,2009-05-18,Bistra Mureșului - Vârful Scaunul Domnului,Consiliul Județean Mureș,Munții Călimani,Mureș,True,410,
348,411,2009-05-18,Stânceni - Valea Zebrac - Poiana Zebrac,Consiliul Județean Mureș,Munții Călimani,Mureș,True,411,
349,412,2009-05-18,Valea Ilișoara Mare - Valea Cucumbertul - Șaua Nicovala,Consiliul Județean Mureș,Munții Călimani,Mureș,True,412,
350,413,2009-05-18,Tihul Ilvei - Vârful Tihu,Consiliul Județean Mureș,Munții Călimani,Mureș,True,413,
351,414,2009-05-18,Lunca Bradului - Valea Ilva Mare - Șaua Negoiu,Consiliul Județean Mureș,Munții Călimani,Mureș,True,414,
352,415,2009-05-18,Sălard - Poiana Obcinelor - Valea Fântânel - Lunca Bradului,Consiliul Județean Mureș,Munții Călimani,Mureș,True,415,
353,416,2009-05-18,Sălard - La Sărăcin,Consiliul Județean Mureș,Munții Călimani,Mureș,True,416,
354,417,2009-05-18,Valea Bistra - Zăpodea cu Cale - Zăpodea Ursului,Consiliul Județean Mureș,Munții Călimani,Mureș,True,417,
355,418,2009-05-18,Gura Cofului - Valea Cofului - Poiana Cofului,Consiliul Județean Mureș,Munții Călimani,Mureș,True,418,
356,419,2009-05-18,Bistra Mureșului - Valea Bistra - Poiana Cofu,Consiliul Județean Mureș,Munții Călimani,Mureș,True,419,
357,420,2009-05-18,Valea Rusca - Vârful Tihu,Consiliul Județean Mureș,Munții Călimani,Mureș,True,420,
358,421,2009-05-26,Furnalul Bodvaj - Creasta Munții Harghitei,Consiliul Județean Covasna,Munții Harghitei,Covasna,True,421,
359,422,2009-06-01,Mănastirea Bistrița - Cheile Bistriței - Curmătura Rodeanu,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,422,
360,423,2009-06-01,Pietreni - Cheile Costești - Șaua Zmeuret,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,423,
361,424,2009-06-01,Vârful Bistrița - Vârful Târnicirului - Vârful Prislop,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,424,
362,425,2009-06-01,Pietreni - Muntele Cacova - Cabana Cheia,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,425,
363,426,2009-06-01,Bărbătești - Dealul Siliștea - Vârful Costești,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,426,
364,427,2009-06-01,Bărbătești - Vârful Otăsăului - Curmătura Buila,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,427,
365,428,2009-06-01,Bărbătești - Schit Iezer - Cabana Cheia,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,428,
366,429,2009-06-01,Schitul Pahonie - Muchia Frumoasa - Șaua Ștevioara,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,429,
367,430,2009-06-01,Schitul Pahonie - Stâna Oale - Curmătura Comarnic,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,430,
368,431,2009-06-01,Vârful Prislop - Muntele Cacova - Vârful Vânturița - Curmătura Oale,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,431,
369,432,2009-06-01,Satul Vârful Cheii - Vârful Cheia - Canton Silvic Comarnice - Cabana Cheia,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,432,
370,433,2009-06-01,Canton Silvic Codric - Șaua La Lac - Șaua Ștogșoara - Cabana Cheia,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,433,
371,434,2009-06-01,Băile Olănești - Șaua Prislopel - Curmătura Ștogșoara - Cabana Cheia,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,434,
372,435,2009-06-01,Băile Olănești - Plaiul Piatra Tăiată - Șaua La Lac - Cabana Cheia,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,435,
373,436,2009-06-01,Băile Olănești - Cheile Olănești - Vârful Folea,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,436,
374,437,2009-06-01,Cabana Cheia - Vârful Netedu - Vârful Govora - Șaua Zmeuret,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,437,
375,438,2009-06-01,Cabana Cheia - Vârful Căprăreasa - Vârful Gera -,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,438,
376,439,2009-06-01,Mănastirea Bistrița - Mănastirea Arnota - Vârful Netedu - Vârful Govora - Șaua Zmeuret,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea,True,439,
377,440,2009-06-01,Stâna Roșiile - Lacul Verde - Muntele Slivei - Stâna Roșiile,Consiliul Județean Hunedoara,Munții Parâng,Hunedoara,True,440,
378,441,2009-06-01,Lacul Câlcescu - Piatra Tăiată - Vârful Mohorul - Cabana Rânca,Consiliul Județean Hunedoara,Munții Parâng,Hunedoara,True,441,
379,442,2009-06-01,Petroșani - Vârful Maleia - Dealul Mosic - Dealul Slătinioara - Cabana Rusu,Consiliul Județean Hunedoara,Munții Parâng,Hunedoara,True,442,
380,443,2009-06-01,Cabana Obârșia Lotrului - Lac Câlcescu - Vârful Parângul Mare - Cabana Rusu,Consiliul Județean Hunedoara,Munții Parâng,Hunedoara,True,443,
381,444,2009-06-01,Cabana Obârșia Lotrului - Muntele Cărbunele - Vârful Mohorul - Lacul Câlcescu,Consiliul Județean Hunedoara,Munții Parâng,Hunedoara,True,444,
382,445,2009-06-01,Cabana Rânca - Muntele Urdele - Valea Iezerul - Cabana Obârșia Lotrului,Consiliul Județean Hunedoara,Munții Parâng,Hunedoara,True,445,
383,446,2009-07-16,Poiana Rotunda - Șa cu Lac - Vârful Galațului - Tarnița la Cruce - Vârful Muncelul Râios - Poiana Șetref,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,446,
384,447,2009-07-16,Șaua Găgii - Lacul Lala,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,447,
385,448,2009-07-16,Șanț - Tabăra Valea Blaznei - Vârful Ineuț,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,448,
386,449,2009-07-16,Rodna - Vârful Beneș - Șaua Curățel - Șaua cu Lac - Tăul Lala Mare,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,449,
387,450,2009-07-16,Valea Vinului - Izvorul Roșu - Tarnița Putredu,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,450,
388,451,2009-07-16,Valea Vinului - Șaua Curățel,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,451,
389,452,2009-07-16,Anieș - Valea Anieșului - Șaua Gărgălăului,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,452,
390,453,2009-07-16,Între Anieșe - Izvorul Mare - Tarnița Bârsanului,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,453,
391,454,2009-07-16,Între Anieșe - Valea Anieșului Mic - Șaua Între Izvoare,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,454,
392,455,2009-07-16,Cabana Farmecul Pădurii - Vârful Nedeia - Vârful Rabla - Șaua Între Izvoare,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,455,
393,456,2009-07-16,Sângeorz Băi - Vârful Cormaia - Cabana Farmecul Pădurii - Vârful Cormaia,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,456,
394,457,2009-07-16,"Sângeorz Băi - Vârful Craia - Vârful Țapului - Tarnița "Obârșia Rebrei"",Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,457,
395,458,2009-07-16,Parva - Valea Rebrei - Tarnița la Cruce,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,458,
396,459,2009-07-16,Parva - Șaua Bașca - Peștera Tăușoare - Izvorul Negru,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,459,
397,460,2009-07-16,Parva - Muntele Locurele,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,460,
398,461,2009-07-17,Valea Rebrei - Izvorul Ursului - Șaua Craia,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,461,
399,462,2009-07-17,Valea Rebrei - Izvorul Gușătu - Șaua Zânelor,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,462,
400,463,2009-07-17,Rebrișoara - Valea Rebrei - Tarnița La Cruce,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,463,
401,464,2009-07-17,Telciu - Valea Telcișorulului - Vârful Tomnatec - Tarnița Bătrânei,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,464,
402,465,2009-07-17,Romuli - Valea Strâmba - Zăvoaiele Borcutului - Șaua Bătrânei,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,465,
403,466,2009-07-17,Dealul Ștefăniței - Valea Fundoaia - La Jgheaburi,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,466,
404,467,2009-07-17,Romuli - Zăvoaiele Borcutului - Șaua Tomnatec,Consiliul Județean Bistrița-Năsăud,Munții Rodnei,Bistrița-Năsăud,True,467,
405,468,2009-07-17,Vârful Bistricioru - Muntele Viișoara - Poiana sub Măgură - Piatra Fântânele,Consiliul Județean Bistrița-Năsăud,Munții Călimani,Bistrița-Năsăud,True,468,
406,469,2009-07-17,Mița - Valea Colbul - Vârful Bistriciorul,Consiliul Județean Bistrița-Năsăud,Munții Călimani,Bistrița-Năsăud,True,469,
407,470,2009-07-17,Mița - Valea Bistriței - Valea Colbul - Poiana Dălbidanul - Muntele Viișoara,Consiliul Județean Bistrița-Năsăud,Munții Călimani,Bistrița-Năsăud,True,470,
408,471,2009-07-17,Mița - Izvorul Lung - Șaua Terha,Consiliul Județean Bistrița-Năsăud,Munții Călimani,Bistrița-Năsăud,True,471,
409,472,2009-07-17,Mița - Valea Tirimiul de Jos - Tăul Zânelor,Consiliul Județean Bistrița-Năsăud,Munții Călimani,Bistrița-Năsăud,True,472,
410,473,2009-07-17,Baraj Lac de Acumulare Colibița - Tăul Zânelor,Consiliul Județean Bistrița-Năsăud,Munții Călimani,Bistrița-Năsăud,True,473,
411,474,2009-07-17,Valea Repedea - Poiana Calului - Poiana Cofuri - Valea Pănuleț - Mița,Consiliul Județean Bistrița-Năsăud,Munții Călimani,Bistrița-Năsăud,True,474,
412,475,2009-07-17,Cușma - Dealul Negru - Poiana Lungă - Vârful Zurzugău,Consiliul Județean Bistrița-Năsăud,Munții Călimani,Bistrița-Năsăud,True,475,
413,476,2009-07-17,Baraj Lac Acumulare Colibița - Poiana Capul Dealului - Vârful Piatra lui Orban - Mița,Consiliul Județean Bistrița-Năsăud,Munții Călimani,Bistrița-Năsăud,True,476,
414,477,2009-07-17,Piatra Fântânele - Pas Tihuța - Vârful Frâu - Vârful Siminic - Pasul Grădinița,Consiliul Județean Bistrița-Năsăud,Munții Bârgăului,Bistrița-Năsăud,True,477,
415,478,2009-07-17,Leșu Ilvei - Dealul Murguleț - Vârful Heniul Mare - Vârful Heniul Mic - Prundu Bârgăului,Consiliul Județean Bistrița-Năsăud,Munții Bârgăului,Bistrița-Năsăud,True,478,
416,479,2009-07-17,Leșu - Valea Leșului - Piatra Fântânele,Consiliul Județean Bistrița-Năsăud,Munții Bârgăului,Bistrița-Năsăud,True,479,
417,480,2009-07-17,Piatra Fântânele - Poiana Zimbrului - Poiana Ciungii - Valea lui Toader - Izvorul Lung - Mița,Consiliul Județean Bistrița-Năsăud,Munții Bârgăului,Bistrița-Năsăud,True,480,
418,481,2009-07-17,Piatra Fântânele - Dornișoara - Izvorul La Borcut,Consiliul Județean Bistrița-Năsăud,Munții Bârgăului,Bistrița-Năsăud,True,481,
419,482,2009-07-17,Piatra Fântânele - Ciosa - Drumul Romanilor - E58,Consiliul Județean Bistrița-Năsăud,Munții Bârgăului,Bistrița-Năsăud,True,482,
420,483,2009-07-17,Piatra Fântânele - Ciosa - Drumul Romanilor - E58,Consiliul Județean Bistrița-Năsăud,Munții Bârgăului,Bistrița-Năsăud,True,483,
421,484,2009-09-22,Sinaia - Hotel Alpin - Valea Dorului - Șaua Lătici - Hotel Peștera,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița,True,484,
422,485,2009-09-22,Sinaia - Poiana Stânei - Cabana Piatra Arsă - Hotel Peștera - Cabana Vârful Omu - Cabana Mălăiești - Râșnov,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița,True,485,
423,486,2009-09-22,Moroieni - Cabana Scropoasa - Cabana Bolboci - Hotel Peștera - Cabana Babele - Cabana Caraiman - Bușteni,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița,True,486,
424,487,2009-09-22,Bușteni - Cabana Gura Diham - Cabana Poiana Izvoarelor - Vârful Guțanu - Șaua Strunga - Cabana Padina,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița,True,487,
425,488,2009-09-22,Moieciu de Sus - Poiana Guțanu - Muntele Bătrâna - Valea Doamnele - Hotel Peștera,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița,True,488,
426,489,2009-09-22,Moieciu de Sus - Șaua Strunga - Cabana Padina,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița,True,489,
427,490,2009-09-22,Curmătura Vârful cu Dor - Valea Izvorul Dorului - Cabana Bolboci,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița,True,490,
428,491,2009-09-22,Cabana Bolboci - Șaua Zănoaga - Cantonul Brătei - Masivul Leaota,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița,True,491,
429,492,2009-09-22,Șaua Zănoaga - Vârful Lucăcilă - Vârful Deleanu - Șaua Strungulița - Șaua Strunga,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița,True,492,
430,493,2009-09-22,Cheile Tătarului - Valea Seacă a Tătarului - Șaua Strungulița - Șaua Strunga,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița,True,493,
431,494,2009-09-22,Valea Ialomiței - Valea Doamnele - Culmea Doamnele - Vârful Doamnele,Consiliul Județean Dâmbovița,Munții Bucegi,Dâmbovița,True,494,
432,495,2009-10-19,Baia Mare - Culmea Mărgău - Șaua 3 Stejari - Vârful Pleștioara,Consiliul Județean Maramureș,Munții Gutâi,Maramureș,True,495,
433,496,2009-10-19,Baia Mare - Piatra Virgină - Vârful Pleștioara,Consiliul Județean Maramureș,Munții Gutâi,Maramureș,True,496,
434,497,2009-10-19,Baia Mare - Valea Usturoi - Vârful Pleștioara,Consiliul Județean Maramureș,Munții Gutâi,Maramureș,True,497,
435,498,2009-10-19,Baia Mare - Dealul Florilor - Vârful Pleștioara,Consiliul Județean Maramureș,Munții Gutâi,Maramureș,True,498,
436,499,2009-10-19,Baia Mare - Dealul Florilor - Piatra Șoimului,Consiliul Județean Maramureș,Munții Gutâi,Maramureș,True,499,
437,500,2009-10-19,Baia Mare - Strada Minerilor - Valea Vicleanul Mare - Lacul Bodi - Piatra Șoimului,Consiliul Județean Maramureș,Munții Gutâi,Maramureș,True,500,
438,501,2009-10-19,Baraj Firiza - Valea Romană - Șaua Dia - Vârful Pleștioara,Consiliul Județean Maramureș,Munții Gutâi,Maramureș,True,501,
439,502,2009-10-19,Baraj - Tăul Ticerii - Șaua Dia - Brigada Silvică Usturoi,Consiliul Județean Maramureș,Munții Gutâi,Maramureș,True,502,
440,503,2009-10-19,Blidari - Vârful Crivei - Poiana Soci,Consiliul Județean Maramureș,Munții Gutâi,Maramureș,True,503,
441,504,2009-10-19,Baraj Firiza - Canalul de Apă - Valea Vicleanul Mare,Consiliul Județean Maramureș,Munții Gutâi,Maramureș,True,504,
442,505,2009-10-19,Blidari - Piatra Bulzului,Consiliul Județean Maramureș,Munții Gutâi,Maramureș,True,505,
443,506,2009-10-19,Cariera Limpedea - Groapa Chiuzbăii - Platoul Ignișului - Cantonul Silvic Izvoare,Consiliul Județean Maramureș,Munții Gutâi,Maramureș,True,506,
444,507,2009-10-19,Groape - Borcutul Chiuzbăii - Vârful Igniș,Consiliul Județean Maramureș,Munții Gutâi,Maramureș,True,507,
445,508,2009-10-19,Baia Sprie - Vârful Borcutului - Șaua Poca - Chiuzbaia - Groape,Consiliul Județean Maramureș,Munții Gutâi,Maramureș,True,508,
446,509,2009-10-19,Baia Sprie - Lacul Bodi - Mogoșa - Complex Turistic Șuior - Poiana Boului,Consiliul Județean Maramureș,Munții Gutâi,Maramureș,True,509,
447,510,2009-10-19,Baia Sprie - Lacul Albastru - Dealul Minei - Preluca - Șaua Iazuri,Consiliul Județean Maramureș,Munții Gutâi,Maramureș,True,510,
448,511,2009-10-19,Baia Sprie - Canton I - Poiana Șuior Drumul Măriuții - Poiana Boului,Consiliul Județean Maramureș,Munții Gutâi,Maramureș,True,511,
449,512,2010-04-22,Covasna - Vârful Lacauți,Consiliul Județean Covasna,Munții Vrancei,Covasna,True,512,
450,513,2010-04-22,Covasna - Cetatea Zânelor,Consiliul Județean Covasna,Munții Vrancei,Covasna,True,513,
451,514,2010-04-22,Lemnia - Cetatea Almaș,Consiliul Județean Covasna,Munții Vrancei,Covasna,True,514,
452,515,2010-04-22,Olteni - Izvorul Sutei - Poiana Bodoc - Cetatea Kincsas,Consiliul Județean Covasna,Munții Vrancei,Covasna,True,515,
453,516,2010-04-22,Sat Malnaș - Cetatea Herecz,Consiliul Județean Covasna,Munții Vrancei,Covasna,True,516,
454,517,2010-04-22,Olteni - Poiana Leanyka - Cetatea Leanyka,Consiliul Județean Covasna,Munții Vrancei,Covasna,True,517,
455,518,2010-06-30,Mara - Valea Hopsia - Masa de Piatră - Rezervația Creasta Cocoșului,Consiliul Județean Maramureș,Munții Gutâi,Maramureș,True,518,
456,519,2010-06-30,Breb - Tăul Morărenilor - Masa de Piatră - Rezervația Creasta Cocoșului,Consiliul Județean Maramureș,Munții Gutâi,Maramureș,True,519,
457,520,2010-06-30,Budești - La Borcut Măgura Budeștiului - Rezervația Creasta Cocoșului,Consiliul Județean Maramureș,Munții Gutâi,Maramureș,True,520,
458,521,2010-06-30,Mara - Valea Crivini - Cheile Tătarului - Tăul Lui Dumitru,Consiliul Județean Maramureș,Munții Gutâi mas. Igniș,Maramureș,True,521,
459,522,2010-07-12,Hârseni - Copăcel - Muchia Scoarța - Curmătura Tiganului - Vârful Berevoiului,Consiliul Județean Brașov,Munții Făgăraș,Brașov,True,522,
460,523,2010-07-12,Muchia Scoarța - Piciorul Bătrân - Valea Berevoiului - Rece,Consiliul Județean Brașov,Munții Făgăraș,Brașov,True,523,
461,524,2010-07-12,Mărgineni - Văcarea Mică - Văcarea Mare - Vârful Comisei,Consiliul Județean Brașov,Munții Făgăraș,Brașov,True,524,
462,525,2010-07-12,Lisa - Seaca - Șaua Trosnită - Muchia Sâmbetei - Cheile Bândei,Consiliul Județean Brașov,Munții Făgăraș,Brașov,True,525,
463,526,2010-08-12,Criștior - Vârful Curcubăta Mare,Consiliul Județean Bihor,Munții Bihor,Bihor,True,526,
464,527,2010-08-12,Poiana - Cascada Sfânta Treime - Băița,Consiliul Județean Bihor,Munții Bihor,Bihor,True,527,
465,528,2010-08-12,Poiana - La Răscruce,Consiliul Județean Bihor,Munții Bihor,Bihor,True,528,
466,529,2010-08-12,Cărpinet - Izbucul Călugări,Consiliul Județean Bihor,Munții Bihor,Bihor,True,529,
467,530,2010-09-09,Lacul Roșu - Platoul Suhardul Mic,Consiliul Județean Harghita,Munții Giurgeului,Harghita,True,530,
468,531,2010-09-09,Lacul Roșu - Balconul de Piatră - Crescătoria de Păstrăvi,Consiliul Județean Harghita,Munții Giurgeului,Harghita,True,531,
469,532,2010-09-09,Lacul Roșu - Peștera Licoș,Consiliul Județean Harghita,Munții Giurgeului,Harghita,True,532,
470,533,2010-09-09,Lacul Roșu - Piatra Cherecului - Poiana Albă,Consiliul Județean Harghita,Munții Giurgeului,Harghita,True,533,
471,534,2010-09-09,Lacul Roșu - Piatra Ghilocoș,Consiliul Județean Harghita,Munții Giurgeului,Harghita,True,534,
472,535,2010-09-09,Poiana Ghilcoș - Piatra Ghilcoș,Consiliul Județean Harghita,Munții Giurgeului,Harghita,True,535,
473,536,2010-09-09,Poiana Puturosu - Vârful Retițiș,Consiliul Județean Harghita,Munții Călimani,Harghita,True,536,
474,537,2010-09-09,Gura Voivodesei - Lacul Iezer,Consiliul Județean Harghita,Munții Călimani,Harghita,True,537,
475,538,2010-09-09,Monument Secu - Șaua Retițiș,Consiliul Județean Harghita,Munții Călimani,Harghita,True,538,
476,539,2010-09-09,Băile Tușnad - Lacul Ciucaș - Stânca Șoimilor,Consiliul Județean Harghita,Munții Ciomatul Mare,Harghita,True,539,
477,540,2010-09-09,Băile Tușnad - Cabana Lacul Sfânta Ana,Consiliul Județean Harghita,Munții Ciomatul Mare,Harghita,True,540,
478,541,2010-09-09,Băile Tușnad - Cabana Lacul Sfânta Ana - Muchia Lacului Sfânta Ana - Bixad,Consiliul Județean Harghita,Munții Ciomatul Mare,Harghita,True,541,
479,542,2010-09-09,Pensiunea Hatar - Cabana Lacul Sfânta Ana,Consiliul Județean Harghita,Munții Ciomatul Mare,Harghita,True,542,
480,543,2010-12-02,Vârful Tătar - Pasul Pângăraț - Poiana Calului - Poiana Albă - Șaua Dențieș,Consiliul Județean Harghita,Munții Giurgeului,Harghita,True,543,
481,544,2010-12-02,Gâtul Nyerges - Drumul Lapoș - Gâtul Licoș,Consiliul Județean Harghita,Munții Giurgeului,Harghita,True,544,
482,545,2010-12-02,Lacul Roșu - Șaua Piatra Roșie - Drumul Vărarilor - Cheile Bicazului,Consiliul Județean Harghita,Munții Giurgeului,Harghita,True,545,
483,546,2010-12-02,Poiana Ghilcoș - Piatra Ghilcoș,Consiliul Județean Harghita,Munții Giurgeului,Harghita,True,546,
484,547,2010-12-02,Lacul Sfânta Ana - Țețelea,Consiliul Județean Harghita,Munții Bodoc,Harghita,True,547,
485,548,2010-12-02,Băile Tușnad - Turnul Apor - Băile Tușnad,Consiliul Județean Harghita,Munții Harghitei,Harghita,True,548,
486,549,2010-12-02,Băile Tușnad - Vârful Cetății,Consiliul Județean Harghita,Munții Harghitei,Harghita,True,549,
487,550,2010-12-02,Băile Tușnad - Vârful Ciomatul Mare,Consiliul Județean Harghita,Munții Harghitei,Harghita,True,550,remove re-tour mention
488,551,2010-12-02,Harghita Băi - Subpădure,Consiliul Județean Harghita,Munții Harghitei,Harghita,True,551,
489,552,2010-12-02,Harghita Băi - Pasul Liban,Consiliul Județean Harghita,Munții Harghitei,Harghita,True,552,
